pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_mass,rowupdate
11 Com b,11 Com,2,1,323.21,1.178,15.464,2.09,2023-09-19
11 UMi b,11 UMi,1,1,516.21997,1.53,14.74,2.78,2018-09-04
14 And b,14 And,1,1,186.76,0.775,3.559,1.78,2023-09-19
14 Her b,14 Her,1,2,1765.0389,2.774,8.053,0.91,2023-06-12
16 Cyg B b,16 Cyg B,3,1,799.45,1.676,1.752,0.98,2021-09-20
17 Sco b,17 Sco,1,1,578.38,1.45,4.32,1.22,2021-10-25
18 Del b,18 Del,2,1,982.85,2.476,9.207,2.1,2023-09-19
24 Boo b,24 Boo,1,1,30.33,0.194,0.883,1.05,2023-09-19
24 Sex b,24 Sex,1,2,452.8,1.333,1.99,1.54,2014-05-14
24 Sex c,24 Sex,1,2,883.0,2.08,0.86,1.54,2014-05-14
30 Ari B b,30 Ari B,4,1,335.10001,0.99,13.82,1.93,2018-09-04
4 UMa b,4 UMa,1,1,270.27,0.877,7.902,1.23,2023-09-19
42 Dra b,42 Dra,2,1,479.1,1.19,3.88,0.98,2014-05-14
47 UMa b,47 UMa,1,3,1076.6,2.059,2.438,1.01,2021-09-20
47 UMa c,47 UMa,1,3,2287.0,3.404,0.497,1.01,2021-09-20
47 UMa d,47 UMa,1,3,19000.0,13.8,1.51,1.01,2021-09-20
51 Peg b,51 Peg,1,1,4.2307969,0.05235,0.464,1.07,2022-05-09
55 Cnc b,55 Cnc,2,5,14.65171,0.1162,0.841,0.97,2022-05-09
55 Cnc c,55 Cnc,2,5,44.3827,0.2432,0.171,0.97,2021-09-20
55 Cnc d,55 Cnc,2,5,4820.0,5.54,2.86,0.97,2021-09-20
55 Cnc f,55 Cnc,2,5,260.98,0.792,0.1475,0.97,2021-09-20
6 Lyn b,6 Lyn,1,1,919.86,2.028,1.881,1.32,2023-09-19
61 Vir b,61 Vir,1,3,4.21487,0.04956,0.0161,0.91,2021-09-20
61 Vir c,61 Vir,1,3,38.0957,0.2151,0.0507,0.91,2021-09-20
61 Vir d,61 Vir,1,3,123.01,0.476,0.072,0.94,2014-05-14
7 CMa b,7 CMa,1,2,763.0,1.9,2.6,1.52,2019-10-18
7 CMa c,7 CMa,1,2,996.0,2.153,0.87,1.34,2019-10-18
70 Vir b,70 Vir,1,1,116.69335,0.4765,7.23,1.06,2021-09-20
75 Cet b,75 Cet,2,2,696.62,1.912,2.479,1.92,2023-09-19
75 Cet c,75 Cet,2,2,2051.62,3.929,0.912,1.92,2023-09-19
8 UMi b,8 UMi,1,1,93.4,0.49,1.31,1.44,2018-09-04
81 Cet b,81 Cet,1,1,1005.57,2.104,3.307,1.23,2023-09-19
91 Aqr b,91 Aqr,3,1,181.4,0.7,3.2,1.4,2014-05-14
AF Lep b,AF Lep,1,1,8030.0,8.4,3.2,1.2,2023-06-12
BD+03 2562 b,BD+03 2562,1,1,481.9,1.3,6.4,1.14,2017-06-13
BD+14 4559 b,BD+14 4559,1,1,268.94,0.78,1.04,0.49,2018-09-04
BD+15 2375 b,BD+15 2375,1,1,153.22,0.576,1.061,1.08,2016-02-03
BD+15 2940 b,BD+15 2940,1,1,137.48,0.539,1.11,1.1,2014-05-14
BD+20 2457 b,BD+20 2457,1,2,379.63,1.05,55.59,10.83,2018-09-04
BD+20 2457 c,BD+20 2457,1,2,621.99,2.01,12.47,2.8,2014-05-14
BD+20 274 b,BD+20 274,1,1,578.2,1.3,4.2,0.8,2015-09-16
BD+45 564 b,BD+45 564,1,1,307.88,0.83,1.36,0.81,2021-05-28
BD+48 738 b,BD+48 738,1,1,392.6,1.0,0.91,0.74,2015-08-12
BD+48 740 b,BD+48 740,1,1,733.0,1.7,1.7,1.09,2018-02-01
BD+49 828 b,BD+49 828,1,1,2590.0,4.2,1.6,1.52,2015-02-05
BD+55 362 b,BD+55 362,1,1,265.59,0.78,0.72,0.91,2021-05-28
BD+63 1405 b,BD+63 1405,1,1,1230.0,2.115,10.4,0.82,2023-06-12
BD-00 4475 b,BD-00 4475,1,1,723.2,1.48,25.05,0.81,2021-05-28
BD-06 1339 b,BD-06 1339,1,2,3.8728,0.0428,0.027,0.7,2014-05-14
BD-06 1339 c,BD-06 1339,1,2,125.94,0.435,0.17,0.7,2014-05-14
BD-08 2823 b,BD-08 2823,1,2,5.6,0.06,0.04,0.5,2018-09-04
BD-08 2823 c,BD-08 2823,1,2,237.6,0.68,0.33,0.74,2014-05-14
BD-10 3166 b,BD-10 3166,1,1,3.487905,0.045,0.449,1.0,2022-05-09
BD-11 4672 b,BD-11 4672,1,2,1634.0,2.36,0.65,0.65,2020-07-17
BD-11 4672 c,BD-11 4672,1,2,74.2,0.3,0.04836,0.65,2020-07-17
BD-13 2130 b,BD-13 2130,1,1,714.29999,1.66,9.78,2.12,2018-09-04
BD-17 63 b,BD-17 63,1,1,655.59998,1.34,2.85,0.31,2019-09-04
BD-210397 b,BD-210397,1,2,1891.0,2.63,0.7,0.68,2023-06-27
BD-210397 c,BD-210397,1,2,6240.0,5.9,4.8,0.69,2023-09-05
CD Cet b,CD Cet,1,1,2.2907,0.0185,0.01243,0.16,2021-11-02
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,10037.5,2.6,10.5,0.02,2014-05-14
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,8040000.0,200.0,7.8,0.01,2021-05-17
COCONUTS-2 b,COCONUTS-2 A,1,1,402000000.0,7506.0,6.3,0.37,2021-08-16
CoRoT-10 b,CoRoT-10,1,1,13.2406,0.1055,2.73,0.89,2019-03-18
CoRoT-14 b,CoRoT-14,1,1,1.51214,0.02691,7.42,1.13,2019-03-18
CoRoT-16 b,CoRoT-16,1,1,5.35227,0.0618,0.529,1.1,2019-03-18
CoRoT-17 b,CoRoT-17,1,1,3.7681,0.0481,2.41,1.04,2019-03-18
CoRoT-20 c,CoRoT-20,1,2,1675.0,2.9,17.0,1.14,2018-07-18
CoRoT-21 b,CoRoT-21,1,1,2.72474,0.0416,2.22,1.29,2019-03-18
CoRoT-22 b,CoRoT-22,1,1,9.75598,0.092,0.038,1.1,2014-08-21
CoRoT-23 b,CoRoT-23,1,1,3.6313,0.0484,3.09,1.14,2019-03-18
CoRoT-24 b,CoRoT-24,1,2,5.1134,0.056,0.018,0.91,2018-06-06
CoRoT-24 c,CoRoT-24,1,2,11.759,0.098,0.088,0.91,2014-06-11
CoRoT-25 b,CoRoT-25,1,1,4.86069,0.05789,0.293,1.09,2019-03-18
CoRoT-26 b,CoRoT-26,1,1,4.20474,0.0525,0.58,1.09,2019-03-18
CoRoT-27 b,CoRoT-27,1,1,3.57532,0.0467,10.3,1.05,2019-03-18
CoRoT-28 b,CoRoT-28,1,1,5.20851,0.059,0.481,1.01,2019-03-18
CoRoT-29 b,CoRoT-29,1,1,2.85057,0.039,0.84,0.97,2019-03-18
CoRoT-3 b,CoRoT-3,1,1,4.2567994,0.05783,21.96,1.4,2023-03-15
CoRoT-30 b,CoRoT-30,1,1,9.06005,0.0844,2.9,0.98,2020-04-10
CoRoT-31 b,CoRoT-31,1,1,4.62941,0.0586,0.84,1.25,2020-04-10
CoRoT-35 b,CoRoT-35,1,1,3.22748,0.0429,1.1,1.01,2022-08-01
CoRoT-36 b,CoRoT-36,1,1,5.616531,0.066,0.68,1.32,2022-08-01
CoRoT-8 b,CoRoT-8,1,1,6.212445,0.0636,0.218,0.89,2019-10-04
DE CVn b,DE CVn,2,1,4098.1,5.75,12.0293,0.51,2019-07-03
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,246.36,0.36,28.5,0.07,2014-05-14
DMPP-1 b,DMPP-1,1,4,18.57,0.1462,0.07636,1.21,2020-01-23
DMPP-1 c,DMPP-1,1,4,6.584,0.0733,0.0302,1.21,2020-01-23
DMPP-1 d,DMPP-1,1,4,2.882,0.0422,0.01054,1.21,2020-01-23
DMPP-1 e,DMPP-1,1,4,5.516,0.0651,0.01299,1.21,2020-01-23
DMPP-2 b,DMPP-2,1,1,5.2072,0.0664,0.437,1.44,2020-01-23
DMPP-3 A b,DMPP-3 A,2,1,6.6732,0.0662,0.00812,0.87,2020-01-23
DMPP-4 b,DMPP-4,1,1,3.4982,0.04853,0.03839,1.25,2023-08-07
EPIC 220674823 b,EPIC 220674823,1,2,0.571292,0.01326,0.02583,0.95,2023-04-17
EPIC 220674823 c,EPIC 220674823,1,2,13.3397,0.1083,0.028,0.95,2023-04-17
EPIC 229004835 b,EPIC 229004835,1,1,16.141132,0.1237,0.03272,0.97,2023-05-03
EPIC 248847494 b,EPIC 248847494,1,1,3650.0,4.5,13.0,0.9,2019-07-19
EPIC 249893012 b,EPIC 249893012,1,3,3.5951,0.047,0.02753,1.05,2020-02-06
EPIC 249893012 c,EPIC 249893012,1,3,15.624,0.13,0.04616,1.05,2020-02-06
EPIC 249893012 d,EPIC 249893012,1,3,35.747,0.22,0.03203,1.05,2020-02-06
G 264-012 b,G 264-012,1,2,2.30538,0.02279,0.00787,0.3,2021-07-12
G 264-012 c,G 264-012,1,2,8.0518,0.0525,0.0118,0.3,2021-07-12
GJ 1002 b,GJ 1002,1,2,10.3465,0.0457,0.0034,0.12,2022-12-17
GJ 1002 c,GJ 1002,1,2,21.202,0.0738,0.00428,0.12,2022-12-17
GJ 1061 b,GJ 1061,1,3,3.204,0.021,0.00431,0.12,2020-02-21
GJ 1061 c,GJ 1061,1,3,6.689,0.035,0.00547,0.12,2020-02-21
GJ 1061 d,GJ 1061,1,3,13.031,0.054,0.00516,0.12,2020-02-21
GJ 1132 c,GJ 1132,1,2,8.929,0.0476,0.00831,0.18,2018-06-26
GJ 1148 b,GJ 1148,1,2,41.375,0.1686,0.339,0.37,2021-09-20
GJ 1148 c,GJ 1148,1,2,535.9,0.9302,0.26,0.37,2021-09-20
GJ 1151 c,GJ 1151,1,1,389.7,0.5714,0.03341,0.16,2023-01-23
GJ 1214 b,GJ 1214,1,1,1.58040453,0.01505,0.02646,0.18,2024-03-25
GJ 1265 b,GJ 1265,1,1,3.6511,0.026,0.02328,0.18,2018-12-03
GJ 15 A b,GJ 15 A,2,2,11.4432,0.0732,0.0171,0.4,2021-09-20
GJ 15 A c,GJ 15 A,2,2,7600.0,5.4,0.11327,0.38,2019-10-02
GJ 160.2 b,GJ 160.2,1,1,5.2354,0.053,0.03209,0.69,2019-10-04
GJ 179 b,GJ 179,1,1,2303.0,2.424,0.95,0.36,2023-06-12
GJ 180 b,GJ 180,1,3,17.133,0.092,0.02042,0.43,2020-02-06
GJ 180 c,GJ 180,1,3,24.329,0.129,0.02014,0.43,2019-10-04
GJ 180 d,GJ 180,1,3,106.3,0.309,0.02379,0.43,2020-02-06
GJ 2030 b,GJ 2030,1,2,2.38129,0.034,0.015,0.96,2023-06-14
GJ 2030 c,GJ 2030,1,2,25533.11353,16.761,12.803,0.96,2023-06-12
GJ 2056 b,GJ 2056,1,1,69.971,0.283,0.05097,0.62,2020-09-08
GJ 229 A c,GJ 229,2,2,121.93268,0.384,0.027,0.51,2023-06-14
GJ 229 b,GJ 229,2,2,579.47495,1.086,0.047,0.51,2023-06-14
GJ 251 b,GJ 251,1,1,14.238,0.0818,0.01259,0.36,2021-02-26
GJ 27.1 b,GJ 27.1,1,1,15.819,0.101,0.0409,0.53,2019-10-04
GJ 273 b,GJ 273,1,2,18.6498,0.091101,0.00909,0.29,2017-03-29
GJ 273 c,GJ 273,1,2,4.7234,0.036467,0.00371,0.29,2017-03-29
GJ 3021 b,GJ 3021,2,1,133.71,0.49,3.37,0.9,2014-05-14
GJ 3082 b,GJ 3082,1,1,11.949,0.079,0.0258,0.47,2020-02-06
GJ 3090 b,GJ 3090,1,1,2.8531054,0.03165,0.01051,0.52,2023-11-28
GJ 3138 b,GJ 3138,1,3,1.22003,0.0197,0.0056,0.68,2017-03-29
GJ 3138 c,GJ 3138,1,3,5.974,0.057,0.01315,0.68,2017-03-29
GJ 3138 d,GJ 3138,1,3,257.8,0.698,0.03304,0.68,2017-03-29
GJ 317 b,GJ 317,1,2,695.36,1.18,1.853,0.45,2021-09-20
GJ 317 c,GJ 317,1,2,7500.0,5.78,1.673,0.45,2021-09-20
GJ 3222 b,GJ 3222,2,1,10.66669,0.091,0.036,0.89,2023-06-14
GJ 328 b,GJ 328,1,2,3771.0,4.11,2.51,0.65,2023-07-10
GJ 328 c,GJ 328,1,2,241.8,0.657,0.06733,0.65,2023-07-10
GJ 3293 b,GJ 3293,1,4,30.6,0.1434,0.081,0.42,2017-03-29
GJ 3293 c,GJ 3293,1,4,122.6196,0.36175,0.06636,0.42,2017-03-29
GJ 3293 d,GJ 3293,1,4,48.1345,0.19394,0.02391,0.42,2017-03-29
GJ 3293 e,GJ 3293,1,4,13.2543,0.08208,0.01032,0.42,2017-03-29
GJ 3323 b,GJ 3323,1,2,5.3636,0.03282,0.00636,0.16,2017-03-29
GJ 3323 c,GJ 3323,1,2,40.54,0.1264,0.00727,0.16,2017-03-29
GJ 3341 b,GJ 3341,1,1,14.207,0.089,0.0208,0.47,2014-12-03
GJ 338 B b,GJ 338 B,2,1,24.422,0.142,0.03335,0.64,2023-01-18
GJ 3473 c,GJ 3473,2,2,15.509,0.0876,0.02331,0.36,2020-10-16
GJ 3512 b,GJ 3512,1,2,203.69,0.337,0.46,0.12,2022-07-18
GJ 3512 c,GJ 3512,1,2,1599.6,1.292,0.2,0.12,2022-07-18
GJ 357 c,GJ 357,1,3,9.1247,0.061,0.0107,0.34,2019-07-29
GJ 357 d,GJ 357,1,3,55.661,0.204,0.01919,0.34,2019-07-29
GJ 3634 b,GJ 3634,1,1,2.64561,0.0287,0.026,0.45,2014-08-21
GJ 367 b,GJ 367,1,3,0.3219225,0.00709,0.00199,0.46,2023-08-10
GJ 3779 b,GJ 3779,1,1,3.0232,0.026,0.02517,0.27,2018-12-03
GJ 3929 c,GJ 3929,1,2,15.04,0.081,0.01797,0.31,2022-08-01
GJ 393 b,GJ 393,1,1,7.02679,0.05402,0.00538,0.43,2021-07-12
GJ 3942 b,GJ 3942,1,1,6.905,0.0608,0.02246,0.63,2017-12-19
GJ 3988 b,GJ 3988,1,1,6.9442,0.0405,0.01161,0.18,2023-10-21
GJ 3998 b,GJ 3998,1,2,2.64977,0.029,0.00777,0.5,2016-07-26
GJ 3998 c,GJ 3998,1,2,13.74,0.089,0.0197,0.5,2016-07-26
GJ 411 b,GJ 411,1,2,12.9394,0.07879,0.00846,0.39,2022-05-24
GJ 414 A b,GJ 414 A,2,2,51.625,0.2403,0.0322,0.69,2021-09-20
GJ 414 A c,GJ 414 A,2,2,744.7,1.424,0.184,0.69,2021-09-20
GJ 422 b,GJ 422,1,1,20.129,0.111,0.03483,0.35,2020-02-06
GJ 4276 b,GJ 4276,1,1,13.352,0.082,0.05213,0.41,2019-01-22
GJ 433 b,GJ 433,1,3,7.3709,0.058,0.018,0.48,2020-02-06
GJ 433 c,GJ 433,1,3,3400.0,3.6,0.14159,0.48,2020-02-07
GJ 433 d,GJ 433,1,3,36.059,0.178,0.01643,0.48,2020-02-06
GJ 463 b,GJ 463,1,1,3448.0,3.53,1.55,0.49,2023-03-15
GJ 480 b,GJ 480,1,1,9.567,0.068,0.04153,0.45,2020-09-08
GJ 514 b,GJ 514,1,1,140.43,0.422,0.01636,0.51,2022-04-19
GJ 536 b,GJ 536,1,1,8.708,0.067,0.02051,0.51,2017-10-16
GJ 581 b,GJ 581,1,3,5.36879,0.04099,0.0511,0.32,2021-09-20
GJ 581 c,GJ 581,1,3,12.9144,0.07359,0.0159,0.32,2021-09-20
GJ 581 e,GJ 581,1,3,3.153,0.029,0.00521,0.31,2017-10-16
GJ 625 b,GJ 625,1,1,14.628,0.078361,0.00887,0.3,2017-09-27
GJ 649 b,GJ 649,1,1,600.1,1.112,0.258,0.51,2023-07-10
GJ 667 C e,GJ 667 C,3,5,62.24,0.213,0.008,0.33,2014-05-14
GJ 667 C f,GJ 667 C,3,5,39.026,0.156,0.008,0.33,2014-05-14
GJ 667 C g,GJ 667 C,3,5,256.2,0.549,0.014,0.33,2014-05-14
GJ 674 b,GJ 674,1,1,4.6938,0.039,0.035,0.35,2014-05-14
GJ 676 A b,GJ 676 A,2,4,1051.44521,1.735,5.792,0.63,2023-06-12
GJ 676 A c,GJ 676 A,2,4,13921.42302,9.726,13.492,0.63,2023-06-12
GJ 676 A d,GJ 676 A,2,4,3.60076,0.039,0.012,0.63,2023-06-14
GJ 676 A e,GJ 676 A,2,4,35.47358,0.181,0.021,0.63,2023-06-14
GJ 680 b,GJ 680,2,1,17281.66514,10.138,25.1,0.46,2023-06-12
GJ 682 b,GJ 682,1,2,17.478,0.08,0.01384,0.27,2019-10-04
GJ 682 c,GJ 682,1,2,57.32,0.176,0.02737,0.27,2019-10-04
GJ 685 b,GJ 685,1,1,24.16,0.1344,0.02832,0.55,2019-04-08
GJ 687 b,GJ 687,1,2,38.152,0.1658,0.0553,0.42,2021-09-20
GJ 687 c,GJ 687,1,2,727.562,1.165,0.05034,0.4,2020-09-08
GJ 720 A b,GJ 720 A,2,1,19.466,0.119,0.04292,0.57,2021-07-12
GJ 724 b,GJ 724,1,1,5.101284,0.04685,0.03382,0.53,2023-10-21
GJ 740 b,GJ 740,1,1,2.37756,0.029,0.00931,0.58,2021-03-25
GJ 806 c,GJ 806,1,2,6.64064,0.0523,0.01825,0.41,2023-11-28
GJ 832 b,GJ 832,1,1,3853.0,3.7,0.99,0.45,2023-09-05
GJ 849 b,GJ 849,1,2,1925.31,2.32,0.893,0.45,2023-07-10
GJ 849 c,GJ 849,1,2,5990.0,4.95,0.99,0.45,2023-10-21
GJ 86 b,GJ 86,2,1,15.76491,0.11,4.42,0.93,2018-09-04
GJ 876 b,GJ 876,1,4,61.03474,0.2177,2.115,0.37,2021-09-20
GJ 876 c,GJ 876,1,4,30.22902,0.1363,0.698,0.37,2021-09-20
GJ 876 d,GJ 876,1,4,1.937916,0.02183,0.0184,0.37,2022-05-09
GJ 876 e,GJ 876,1,4,124.4,0.345,0.05664,0.34,2017-10-16
GJ 887 b,GJ 887,1,2,9.262,0.068,0.01321,0.49,2020-07-02
GJ 887 c,GJ 887,1,2,21.789,0.12,0.02391,0.49,2020-07-02
GJ 896 A b,GJ 896 A,2,1,284.39,0.63965,2.26,0.44,2022-09-14
GJ 9066 c,GJ 9066,1,1,771.36,0.88,0.21,0.15,2022-05-03
GJ 9404 b,GJ 9404,1,1,13.4586,0.0943,0.03744,0.62,2023-09-05
GJ 96 b,GJ 96,1,1,73.94,0.291,0.06186,0.6,2018-11-06
GJ 9689 b,GJ 9689,1,1,18.27,0.1139,0.03036,0.59,2021-10-25
GJ 9714 b,GJ 9714,1,1,19240.75467,12.319,9.403,0.67,2023-06-12
GJ 9827 b,GJ 9827,1,3,1.208974,0.0189,0.01347,0.62,2024-03-25
GJ 9827 c,GJ 9827,1,3,3.648103,0.0395,0.00585,0.62,2024-03-25
GJ 9827 d,GJ 9827,1,3,6.201812,0.0563,0.0095,0.62,2024-03-25
Gaia-1 b,Gaia-1,1,1,3.052524,0.04047,1.68,0.95,2022-06-08
Gl 378 b,Gl 378,1,1,3.822,0.039435,0.04097,0.56,2019-03-01
Gl 49 b,Gl 49,2,1,13.8508,0.0905,0.01771,0.52,2019-06-07
Gl 686 b,Gl 686,1,1,15.53209,0.091,0.02234,0.42,2020-12-10
HAT-P-17 c,HAT-P-17,1,2,3972.0,4.67,2.88,0.86,2019-03-18
HAT-P-44 c,HAT-P-44,1,2,872.2,1.752,4.0,0.94,2014-05-14
HAT-P-63 b,HAT-P-63,1,1,3.377728,0.04294,0.614,0.93,2021-07-26
HATS-15 b,HATS-15,1,1,1.74748753,0.02712,2.17,0.87,2016-06-22
HATS-2 b,HATS-2,1,1,1.35413379,0.02317,1.37,0.9,2024-04-10
HATS-37 A b,HATS-37 A,2,1,4.3315366,0.04913,0.099,0.84,2020-08-06
HATS-50 b,HATS-50,1,1,3.8297015,0.05046,0.39,1.17,2018-01-03
HATS-59 c,HATS-59,1,2,1422.0,2.504,12.7,1.04,2018-12-03
HATS-62 b,HATS-62,1,1,3.2768837,0.04163,0.179,0.9,2019-01-15
HATS-8 b,HATS-8,1,1,3.583893,0.04668,0.145,1.06,2019-03-18
HD 100655 b,HD 100655,2,1,157.57001,0.68,1.61,2.28,2018-09-04
HD 100777 b,HD 100777,1,1,383.0,1.06,1.23,1.08,2023-09-05
HD 10180 c,HD 10180,1,6,5.75979,0.0641,0.04122,1.06,2015-06-24
HD 10180 d,HD 10180,1,6,16.3579,0.1286,0.03697,1.06,2015-06-24
HD 10180 e,HD 10180,1,6,49.748,0.2699,0.0805,1.06,2015-06-24
HD 10180 f,HD 10180,1,6,122.744,0.4929,0.0722,1.06,2015-06-24
HD 10180 g,HD 10180,1,6,601.2,1.422,0.0673,1.06,2015-06-24
HD 10180 h,HD 10180,1,6,2222.0,3.4,0.203,1.06,2015-06-24
HD 101930 b,HD 101930,2,1,70.46,0.3,0.25,0.57,2018-09-04
HD 102117 b,HD 102117,1,1,20.8133,0.15,0.17,1.06,2018-09-04
HD 102195 b,HD 102195,1,1,4.079,0.049,0.49,0.92,2022-01-10
HD 102272 b,HD 102272,1,1,127.58,0.51,4.94,1.45,2018-09-04
HD 102329 b,HD 102329,1,2,778.09998,1.81,8.16,3.21,2018-09-04
HD 102365 b,HD 102365,2,1,122.1,0.46,0.05,0.85,2014-05-14
HD 102843 b,HD 102843,1,1,3090.942,4.074,0.35837,0.95,2019-05-20
HD 102956 b,HD 102956,2,1,6.4948,0.08,0.92,1.59,2018-12-03
HD 103197 b,HD 103197,1,1,47.84,0.25,0.09,0.8,2018-09-04
HD 103720 b,HD 103720,1,1,4.5557,0.0498,0.62,0.79,2015-01-08
HD 103774 b,HD 103774,2,1,5.8881,0.07,0.367,1.33,2014-05-14
HD 103891 b,HD 103891,1,1,1894.0,3.255,2.89,1.28,2023-06-12
HD 103949 b,HD 103949,1,1,120.878,0.439,0.03524,0.77,2019-05-20
HD 104067 b,HD 104067,1,2,55.851,0.2674,0.19539,0.82,2024-04-05
HD 104067 c,HD 104067,1,2,13.8992,0.1058,0.04153,0.82,2024-04-05
HD 10442 b,HD 10442,1,1,1043.0,2.335,2.1,1.56,2018-12-03
HD 104985 b,HD 104985,1,1,199.68,0.715,5.559,1.22,2023-09-19
HD 105618 b,HD 105618,1,2,10.02245,0.091,0.08,1.01,2023-06-14
HD 105618 c,HD 105618,1,2,77114.07158,35.731,26.491,1.01,2023-06-12
HD 105779 b,HD 105779,1,1,2412.0,3.38,0.64,0.89,2022-05-09
HD 106252 b,HD 106252,1,1,1535.0,2.655,10.0,1.05,2022-06-27
HD 106270 b,HD 106270,1,1,1890.0,3.347,11.4,1.48,2023-06-12
HD 10647 b,HD 10647,1,1,1003.0,2.03,0.93,1.1,2014-08-21
HD 106515 A b,HD 106515 A,2,1,3586.86089,4.491,9.518,0.93,2023-06-12
HD 10697 b,HD 10697,1,1,1075.5,2.143,6.77,1.13,2023-06-12
HD 107148 b,HD 107148,2,2,77.181,0.3668,0.203,1.11,2021-09-20
HD 107148 c,HD 107148,2,2,18.3267,0.1407,0.0626,1.11,2021-09-20
HD 108147 b,HD 108147,1,1,10.901,0.104,0.4,1.27,2016-01-20
HD 108202 b,HD 108202,1,1,2990.0,3.7,3.0,0.74,2023-09-05
HD 108341 b,HD 108341,2,1,1148.0,2.029,2.25,0.84,2023-06-12
HD 108863 b,HD 108863,1,1,437.7,1.32,2.414,1.59,2018-12-03
HD 108874 b,HD 108874,1,2,395.38,1.052,1.32,1.0,2021-09-20
HD 108874 c,HD 108874,1,2,1743.2,2.83,1.139,1.0,2021-09-20
HD 109246 b,HD 109246,1,1,68.27,0.33,0.86,1.2,2018-09-04
HD 109271 b,HD 109271,1,2,7.8543,0.079,0.054,1.05,2014-05-14
HD 109271 c,HD 109271,1,2,30.93,0.196,0.076,1.05,2014-05-14
HD 109286 b,HD 109286,1,1,520.1,1.259,2.99,0.98,2021-07-26
HD 109749 b,HD 109749,2,1,5.239891,0.0615,0.27,1.13,2018-09-25
HD 10975 b,HD 10975,1,1,283.8,0.95,0.45,1.41,2022-01-10
HD 109988 b,HD 109988,1,1,17132.15854,12.518,21.821,0.88,2023-06-12
HD 110014 b,HD 110014,1,1,936.4,2.5,13.67,2.09,2016-02-24
HD 110067 b,HD 110067,3,6,9.113678,0.0793,0.0179,0.8,2023-12-05
HD 110067 c,HD 110067,3,6,13.673694,0.1039,0.01982,0.8,2023-12-05
HD 110067 d,HD 110067,3,6,20.519617,0.1362,0.02681,0.8,2023-12-05
HD 110067 e,HD 110067,3,6,30.793091,0.1785,0.01227,0.8,2023-12-05
HD 110067 f,HD 110067,3,6,41.05854,0.2163,0.01586,0.8,2023-12-05
HD 110067 g,HD 110067,3,6,54.76992,0.2621,0.02643,0.8,2023-12-05
HD 110537 b,HD 110537,1,1,24469.67342,16.714,27.099,1.02,2023-06-12
HD 11112 b,HD 11112,1,1,17244.90764,13.38,8.176,1.07,2023-06-12
HD 111232 b,HD 111232,1,2,1169.13202,2.148,7.965,0.96,2023-06-12
HD 111232 c,HD 111232,1,2,32100.0,18.8,20.7,0.83,2023-06-12
HD 111591 b,HD 111591,1,1,1056.4,2.5,4.4,1.94,2017-11-28
HD 111998 b,HD 111998,1,1,810.0,1.91,4.8,1.4,2023-09-05
HD 112300 b,HD 112300,1,1,466.63,1.33,15.83,1.4,2023-08-07
HD 112570 b,HD 112570,1,1,2615.0,3.9,3.42,1.15,2023-12-14
HD 112640 b,HD 112640,1,1,613.2,1.7,5.0,1.8,2021-03-25
HD 113337 b,HD 113337,1,2,317.58639,1.022,3.259,1.41,2023-06-14
HD 113337 c,HD 113337,1,2,5429.93477,6.805,19.821,1.41,2023-06-12
HD 11343 c,HIP 8541,2,2,228.53731,0.923,0.804,2.01,2023-06-14
HD 113538 b,HD 113538,1,2,663.2,1.24,0.36,0.58,2015-01-08
HD 113538 c,HD 113538,1,2,1818.0,2.44,0.93,0.58,2015-01-08
HD 113996 b,HD 113996,2,1,610.2,1.6,6.3,1.49,2017-11-28
HD 114082 b,HD 114082,1,1,109.75,0.5109,8.0,1.47,2022-11-29
HD 114386 b,HD 114386,1,1,937.70001,1.73,1.14,0.6,2018-09-04
HD 114613 b,HD 114613,1,1,3827.0,5.16,0.48,1.36,2018-12-03
HD 114729 b,HD 114729,2,1,1132.7,2.094,0.892,0.96,2021-09-20
HD 114783 b,HD 114783,1,2,492.56,1.164,1.033,0.87,2021-09-20
HD 114783 c,HD 114783,1,2,4352.0,5.0,1.9,0.9,2023-09-05
HD 11505 b,HD 11505,1,1,32669.22247,20.247,7.899,1.03,2023-06-12
HD 11506 b,HD 11506,1,3,1613.74017,2.8,4.88,1.12,2023-06-12
HD 11506 c,HD 11506,1,3,223.95986,0.75,0.369,1.12,2023-06-14
HD 11506 d,HD 11506,1,3,14723.57452,12.235,7.383,1.12,2023-06-12
HD 115404 A b,HD 115404 A,1,2,10.49488,0.088,0.097,0.83,2023-06-14
HD 115404 A c,HD 115404 A,1,2,15319.22517,11.364,10.319,0.83,2023-06-12
HD 115954 b,HD 115954,1,1,3230.0,4.53,8.45,1.18,2023-06-12
HD 116029 b,HD 116029,2,2,670.0,1.65,1.4,0.83,2018-09-04
HD 117207 b,HD 117207,1,1,2606.0,3.773,2.106,1.05,2023-06-12
HD 11755 b,HD 11755,1,1,433.70001,1.09,5.63,0.72,2018-09-04
HD 117618 b,HD 117618,1,1,25.8,0.17,0.16,1.05,2019-03-11
HD 118203 b,HD 118203,1,1,6.1349847,0.08635,2.282,1.35,2024-02-05
HD 11964 b,HD 11964,2,2,1935.0,3.185,0.631,1.15,2021-09-20
