pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_mass,rowupdate
"Kepler-372 c","Kepler-372",1,3,,,,,"2018-09-04"
"Kepler-372 c","Kepler-372",1,3,20.05452820,,,1.15,"2018-09-25"
"Kepler-520 c","Kepler-520",1,2,5.21104261,0.061300,,1.13,"2014-11-21"
"Kepler-1191 b","Kepler-1191",1,1,5.60014851,0.059700,,0.91,"2015-08-25"
"Kepler-1191 b","Kepler-1191",1,1,5.60013327,,,0.92,"2018-09-25"
"Kepler-1192 b","Kepler-1192",1,1,25.20347870,,,0.86,"2016-05-06"
"Kepler-1193 b","Kepler-1193",1,1,2.83265690,,,1.06,"2019-04-16"
"Kepler-380 b","Kepler-380",1,2,3.93087100,,,1.08,"2016-05-06"
"Kepler-380 b","Kepler-380",1,2,3.93083997,,,1.16,"2018-09-25"
"Kepler-136 c","Kepler-136",2,2,16.39926461,0.134000,,1.19,"2017-05-08"
"Kepler-1194 b","Kepler-1194",1,1,16.22371541,,,,"2019-04-16"
"Kepler-85 d","Kepler-85",1,4,17.91389062,,,0.96,"2019-04-16"
"Kepler-1418 b","Kepler-1418",1,1,22.47644250,0.130900,,0.59,"2014-11-21"
"Kepler-1419 b","Kepler-1419",1,1,42.52158950,0.239100,,1.01,"2015-08-25"
"Kepler-405 c","Kepler-405",1,2,29.72721420,,,0.91,"2016-05-06"
"Kepler-405 b","Kepler-405",1,2,10.61369479,,,0.91,"2016-05-06"
"Kepler-1616 b","Kepler-1616",1,1,6.76284377,,,1.21,"2016-05-06"
"Kepler-1616 b","Kepler-1616",1,1,,,,,"2018-09-04"
"Kepler-1314 b","Kepler-1314",1,1,5.42475029,,,0.23,"2016-07-26"
"Kepler-398 b","Kepler-398",1,3,4.08141149,,,0.72,"2016-05-06"
"Kepler-398 b","Kepler-398",1,3,,,,,"2018-09-04"
"Kepler-398 b","Kepler-398",1,3,4.08141480,0.043000,,0.65,"2013-10-28"
"Kepler-1316 b","Kepler-1316",1,1,87.97294000,0.385000,,0.98,"2013-10-28"
"Kepler-1317 b","Kepler-1317",1,1,0.56887443,0.012900,,0.87,"2014-11-18"
"Kepler-1403 b","Kepler-1403",1,1,5.19492747,,,1.11,"2018-09-25"
"Kepler-1404 b","Kepler-1404",1,1,,,,,"2018-09-04"
"Kepler-1599 b","Kepler-1599",1,1,122.35374922,,,1.02,"2016-07-26"
"Kepler-1599 b","Kepler-1599",1,1,,,,,"2018-09-04"
"Kepler-1599 b","Kepler-1599",1,1,122.36355300,0.482600,,1.00,"2015-08-25"
"Kepler-1601 b","Kepler-1601",1,1,2.20923119,,,1.08,"2018-09-25"
"Kepler-1603 b","Kepler-1603",1,1,,,,,"2018-09-04"
"Kepler-1194 b","Kepler-1194",1,1,16.22371307,0.121000,,0.90,"2014-11-21"
"Kepler-1616 b","Kepler-1616",1,1,6.76289308,0.076100,,1.29,"2017-05-08"
"Kepler-1617 b","Kepler-1617",1,1,27.47855720,,,1.15,"2016-05-06"
"Kepler-441 b","Kepler-441",1,1,207.24785000,,,0.58,"2018-09-25"
"Kepler-1619 b","Kepler-1619",1,1,23.62259130,0.159700,,0.97,"2014-11-21"
"Kepler-443 b","Kepler-443",1,1,177.66911200,0.572400,,0.79,"2014-11-18"
"Kepler-443 b","Kepler-443",1,1,177.66911200,0.572400,,0.79,"2015-08-25"
"Kepler-1621 b","Kepler-1621",1,1,92.26724194,,,1.26,"2016-07-26"
"Kepler-1623 b","Kepler-1623",1,1,4.36130068,,,0.98,"2019-04-16"
"Kepler-1317 b","Kepler-1317",1,1,0.56887443,0.012900,,0.87,"2014-11-21"
"Kepler-445 c","Kepler-445",1,3,4.87122366,,,0.28,"2018-09-25"
"Kepler-203 d","Kepler-203",1,3,,,,,"2018-09-04"
"Kepler-359 b","Kepler-359",1,3,25.56385760,0.175300,,1.09,"2014-11-18"
"Kepler-360 c","Kepler-360",1,2,7.18643400,0.075000,,,"2014-05-14"
"Kepler-360 c","Kepler-360",1,2,,,,,"2018-09-04"
"Kepler-417 b","Kepler-417",1,2,12.33108000,0.103000,,0.95,"2013-10-28"
"Kepler-1605 b","Kepler-1605",1,1,85.75665076,,,,"2019-04-16"
"Kepler-1605 b","Kepler-1605",1,1,85.75654950,0.450600,,1.66,"2015-08-25"
"Kepler-1606 b","Kepler-1606",1,1,,,,,"2018-09-04"
"Kepler-1606 b","Kepler-1606",1,1,196.43679600,,,0.94,"2018-09-25"
"Kepler-1409 b","Kepler-1409",1,1,0.76486493,0.015200,,0.81,"2015-08-25"
"Kepler-1425 b","Kepler-1425",1,1,,,,,"2018-09-04"
"Kepler-1425 b","Kepler-1425",1,1,14.45414000,0.112000,,0.89,"2013-10-28"
"Kepler-296 e","Kepler-296",2,5,34.14205060,0.151000,,0.39,"2017-05-08"
"Kepler-1637 b","Kepler-1637",1,1,6.10960324,,,1.02,"2016-05-06"
"Kepler-1638 b","Kepler-1638",1,1,259.34205798,,,1.03,"2016-07-26"
"Kepler-1638 b","Kepler-1638",1,1,,,,,"2018-09-04"
"Kepler-1639 b","Kepler-1639",1,1,9.87885020,0.093200,,1.10,"2017-05-08"
"Kepler-1641 b","Kepler-1641",1,2,,,,,"2018-09-04"
"Kepler-1642 b","Kepler-1642",1,2,12.20575130,0.101600,,0.94,"2015-08-25"
"Kepler-1644 b","Kepler-1644",1,1,21.09077580,,,0.89,"2016-05-06"
"Kepler-1143 c","Kepler-1143",1,2,210.62945497,,,0.78,"2019-04-16"
"Kepler-363 c","Kepler-363",1,3,,,,,"2018-09-04"
"Kepler-364 b","Kepler-364",1,2,25.74575290,,,1.19,"2016-05-06"
"Kepler-364 b","Kepler-364",1,2,25.74634493,,,1.19,"2016-07-26"
"Kepler-272 b","Kepler-272",1,3,,,,,"2018-09-04"
"Kepler-1138 b","Kepler-1138",1,1,3.17060005,,,0.95,"2016-05-06"
"Kepler-1138 b","Kepler-1138",1,1,3.17058760,,,0.96,"2019-04-16"
"Kepler-1071 b","Kepler-1071",1,1,,,,,"2018-09-04"
"Kepler-1071 b","Kepler-1071",1,1,6.17998508,,,0.89,"2018-09-25"
"Kepler-1139 b","Kepler-1139",1,1,0.81318040,0.016000,,0.83,"2013-10-28"
"Kepler-1649 b","Kepler-1649",1,2,8.68907042,0.037800,,0.10,"2014-11-18"
"Kepler-1350 c","Kepler-1350",1,2,1.76679710,,,0.53,"2019-04-16"
"Kepler-891 b","Kepler-891",1,1,53.44945593,,,1.06,"2016-05-06"
"Kepler-839 b","Kepler-839",1,1,37.81445140,,,1.22,"2016-05-06"
"Kepler-1002 b","Kepler-1002",1,1,4.33642933,,,1.22,"2016-05-06"
"Kepler-376 c","Kepler-376",1,2,14.17220432,,,1.06,"2016-05-06"
"OGLE-2012-BLG-0026L c","OGLE-2012-BLG-0026L",1,2,,4.800000,0.86000,1.06,"2019-12-05"
"Kepler-1140 b","Kepler-1140",1,1,24.08627070,0.147800,,0.74,"2014-11-18"
"Kepler-1141 b","Kepler-1141",1,1,2.34450643,,,1.07,"2019-04-16"
"Kepler-1142 b","Kepler-1142",1,1,,,,,"2018-09-04"
"Kepler-1143 b","Kepler-1143",1,2,2.88887000,0.036000,,0.72,"2013-10-28"
"Kepler-1072 b","Kepler-1072",1,1,1.56906650,0.028200,,1.21,"2014-11-18"
"Kepler-1144 b","Kepler-1144",1,1,17.14648756,,,1.01,"2018-09-25"
"Kepler-1589 b","Kepler-1589",1,1,0.99166527,0.020300,,1.13,"2014-11-18"
"Kepler-1590 b","Kepler-1590",1,1,7.61760804,0.077200,,1.05,"2015-08-25"
"Kepler-273 b","Kepler-273",1,2,2.93652697,,,0.94,"2016-05-06"
"Kepler-1405 b","Kepler-1405",1,1,28.22758520,,,1.00,"2016-07-26"
"Kepler-1405 b","Kepler-1405",1,1,28.22741300,0.177800,,0.94,"2017-05-08"
"Kepler-1406 b","Kepler-1406",1,1,11.62904159,0.098700,,0.94,"2017-05-08"
"Kepler-1407 b","Kepler-1407",1,1,20.07073242,,,1.04,"2019-04-16"
"Kepler-1408 b","Kepler-1408",1,1,2.99792926,,,1.12,"2018-09-25"
"Kepler-1412 b","Kepler-1412",1,1,3.61459900,0.047000,,1.05,"2013-10-28"
"Kepler-1646 b","Kepler-1646",1,1,4.48556296,,,0.36,"2019-04-16"
"Kepler-1629 b","Kepler-1629",1,1,3.87595807,,,1.01,"2016-05-06"
"Kepler-664 b","Kepler-664",1,1,2.52559332,,,1.01,"2016-05-06"
"Kepler-1559 b","Kepler-1559",1,1,,,,,"2018-09-04"
"Kepler-1590 b","Kepler-1590",1,1,7.61758198,0.077200,,1.05,"2017-05-08"
"Kepler-1593 b","Kepler-1593",1,1,174.50983500,,,0.81,"2016-05-06"
"Kepler-1593 b","Kepler-1593",1,1,174.51160947,,,0.72,"2019-04-16"
"Kepler-1594 b","Kepler-1594",1,1,2.71603169,,,1.06,"2019-04-16"
"Kepler-1594 b","Kepler-1594",1,1,2.71603664,,,1.06,"2018-09-25"
"Kepler-1595 b","Kepler-1595",1,1,4.56380468,0.051000,,0.85,"2014-11-18"
"Kepler-1414 b","Kepler-1414",1,1,,,,,"2018-09-04"
"Kepler-1414 b","Kepler-1414",1,1,3.51576315,0.042600,,0.83,"2015-08-25"
"Kepler-1414 b","Kepler-1414",1,1,3.51575492,0.042600,,0.83,"2017-05-08"
"Kepler-1609 b","Kepler-1609",1,1,114.34219000,,,1.18,"2016-05-06"
"Kepler-1609 b","Kepler-1609",1,1,114.34219000,0.493200,,1.23,"2014-11-21"
"Kepler-1609 b","Kepler-1609",1,1,114.34219000,0.493200,,1.23,"2015-08-25"
"Kepler-1612 b","Kepler-1612",1,1,3.91794852,,,0.96,"2019-04-16"
"Kepler-1422 b","Kepler-1422",1,1,18.60519420,0.150500,,1.31,"2014-11-21"
"Kepler-1423 b","Kepler-1423",1,1,23.95539860,0.158600,,0.93,"2017-05-08"
"Kepler-1424 b","Kepler-1424",1,1,29.60913000,0.188000,,1.00,"2013-10-28"
"Kepler-431 d","Kepler-431",1,3,11.92162140,,,1.15,"2016-05-06"
"Kepler-431 d","Kepler-431",1,3,11.92160350,0.104900,,1.08,"2017-05-08"
"Kepler-431 c","Kepler-431",1,3,8.70300000,0.084700,,1.07,"2014-11-19"
"Kepler-1428 b","Kepler-1428",1,1,10.67607169,0.099500,,1.15,"2015-08-25"
"Kepler-361 b","Kepler-361",1,2,8.48653576,0.083300,,1.06,"2015-08-25"
"Kepler-362 b","Kepler-362",1,2,,,,,"2018-09-04"
"Kepler-1535 b","Kepler-1535",1,1,138.94402200,0.532900,,1.04,"2017-05-08"
"Kepler-1536 b","Kepler-1536",1,1,,,,,"2018-09-04"
"Kepler-365 c","Kepler-365",1,2,17.78382980,0.135100,,1.04,"2017-05-08"
"Kepler-439 b","Kepler-439",1,1,,,,,"2018-09-04"
"Kepler-439 b","Kepler-439",1,1,178.14045600,0.588600,,0.86,"2014-11-18"
"Kepler-1613 b","Kepler-1613",1,1,1.51842990,0.026400,,1.06,"2015-08-25"
"Kepler-389 c","Kepler-389",1,2,,,,,"2018-09-04"
"Kepler-389 c","Kepler-389",1,2,14.51230990,0.109200,,0.82,"2014-11-21"
"Kepler-1454 b","Kepler-1454",1,1,47.03090296,,,0.94,"2016-07-26"
"Kepler-460 c","KIC 5437945",1,2,220.14291300,0.721100,,1.03,"2017-05-08"
"Kepler-1429 b","Kepler-1429",1,1,4.48487493,0.054900,,1.09,"2014-11-21"
"Kepler-1442 b","Kepler-1442",1,1,81.41601380,,,1.31,"2018-09-25"
"Kepler-1444 b","Kepler-1444",1,1,,,,,"2018-09-04"
"Kepler-1444 b","Kepler-1444",1,1,33.42044377,,,1.01,"2019-04-16"
"Kepler-1445 b","Kepler-1445",1,1,10.60052251,,,1.13,"2016-05-06"
"Kepler-437 b","Kepler-437",1,1,66.65062000,0.288000,,0.71,"2015-01-06"
"Kepler-437 b","Kepler-437",1,1,66.65054820,0.273700,,0.61,"2014-11-21"
"Kepler-1538 b","Kepler-1538",1,1,175.13881900,0.634400,,1.11,"2014-11-18"
"Kepler-1540 b","Kepler-1540",2,1,125.41328124,,,0.68,"2016-07-26"
"CoRoT-10 b","CoRoT-10",1,1,13.24060000,0.105500,2.75000,0.89,"2014-05-14"
"CoRoT-14 b","CoRoT-14",1,1,1.51214000,0.026870,7.67000,1.12,"2016-01-12"
"HD 130322 b","HD 130322",1,1,10.70850000,0.089600,1.04000,0.84,"2014-05-14"
"Kepler-1625 b","Kepler-1625",1,1,287.37894900,0.811000,,0.86,"2014-11-21"
"HD 192263 b","HD 192263",1,1,24.13000000,0.150000,0.73000,,"2018-04-25"
"HD 192263 b","HD 192263",1,1,24.35560000,0.150000,0.56000,0.66,"2018-09-04"
"Kepler-1625 b","Kepler-1625",1,1,287.37731400,0.874800,,1.08,"2017-05-08"
"Kepler-1626 b","Kepler-1626",1,1,,,,,"2018-09-04"
"Kepler-1627 b","Kepler-1627",1,1,7.20280608,,,0.99,"2016-07-26"
"Kepler-1635 b","Kepler-1635",1,1,469.63111000,,,0.89,"2016-05-06"
"Kepler-271 d","Kepler-271",1,3,,,,,"2018-09-04"
"Kepler-1447 b","Kepler-1447",1,1,56.67466660,0.283600,,0.94,"2017-05-08"
"Kepler-1449 b","Kepler-1449",1,1,13.22742265,,,1.05,"2019-04-16"
"Kepler-1449 b","Kepler-1449",1,1,13.22747530,,,1.05,"2018-09-25"
"Kepler-1388 d","Kepler-1388",1,4,20.95687154,,,0.59,"2019-04-16"
"Kepler-1388 e","Kepler-1388",1,4,37.63338680,,,0.59,"2018-09-25"
"Kepler-1482 b","Kepler-1482",1,1,12.25383217,,,0.88,"2016-05-06"
"Kepler-1534 b","Kepler-1534",1,1,5.71668872,0.059900,,0.88,"2015-08-25"
"Kepler-1542 d","Kepler-1542",1,4,5.99273738,0.061600,,0.87,"2015-08-25"
"Kepler-1394 b","Kepler-1394",1,1,3.93764960,,,1.36,"2019-04-16"
"Kepler-1395 b","Kepler-1395",1,1,3.78470600,0.053000,,1.40,"2013-10-28"
"Kepler-1396 b","Kepler-1396",1,1,18.22077000,0.140000,,1.11,"2013-10-28"
"Kepler-1396 b","Kepler-1396",1,1,18.22064210,0.139700,,1.09,"2014-11-18"
"Kepler-1397 b","Kepler-1397",1,1,47.44971340,,,1.19,"2018-09-25"
"Kepler-1398 b","Kepler-1398",1,2,2.78815679,0.039000,,1.01,"2015-08-25"
"Kepler-1400 b","Kepler-1400",1,1,,,,,"2018-09-04"
"Kepler-1401 b","Kepler-1401",1,1,11.19948000,0.100000,,1.05,"2013-10-28"
"Kepler-1402 b","Kepler-1402",1,1,2.03387600,0.030000,,0.87,"2013-10-28"
"Kepler-1417 b","Kepler-1417",1,1,,,,,"2018-09-04"
"Kepler-1417 b","Kepler-1417",1,1,20.35094013,,,1.03,"2019-04-16"
"Kepler-231 b","Kepler-231",1,2,10.06518600,0.076000,,0.58,"2013-10-28"
"Kepler-84 e","Kepler-84",1,5,27.43458830,,,1.06,"2016-05-06"
"Kepler-84 f","Kepler-84",1,5,44.55208000,0.247000,,1.02,"2013-10-28"
"Kepler-84 f","Kepler-84",1,5,44.55184160,0.246500,,1.00,"2014-11-21"
"Kepler-310 b","Kepler-310",1,3,,,,,"2018-09-04"
"Kepler-903 c","Kepler-903",1,2,62.92285570,,,0.98,"2016-05-06"
"Kepler-903 c","Kepler-903",1,2,62.91470000,0.305000,,0.96,"2013-10-28"
"Kepler-1265 b","Kepler-1265",1,1,6.49441289,0.061200,,0.72,"2014-11-21"
"Kepler-1265 b","Kepler-1265",1,1,6.49441464,0.061200,,0.72,"2017-05-08"
"Kepler-1267 b","Kepler-1267",1,1,13.03139450,0.107400,,0.97,"2014-11-21"
"Kepler-1268 b","Kepler-1268",1,1,40.99039860,0.239500,,1.08,"2015-08-25"
"Kepler-169 c","Kepler-169",1,5,6.19546900,0.062000,,,"2014-05-14"
"Kepler-436 c","Kepler-436",1,2,16.79726574,,,0.71,"2019-04-16"
"Kepler-1270 b","Kepler-1270",1,1,6.03356196,,,1.28,"2016-05-06"
"Kepler-1270 b","Kepler-1270",1,1,6.03310000,0.072000,,1.38,"2013-10-28"
"Kepler-317 c","Kepler-317",1,2,8.77508519,0.082700,,0.98,"2015-08-25"
"Kepler-318 c","Kepler-318",1,2,11.81500700,0.105000,,,"2014-05-14"
"Kepler-319 d","Kepler-319",1,3,31.78209253,0.217100,,1.35,"2014-11-21"
"Kepler-319 b","Kepler-319",1,3,4.36274100,0.052000,,0.96,"2013-10-28"
"Kepler-321 b","Kepler-321",1,2,4.91538545,0.057000,,1.02,"2017-05-08"
"Kepler-321 b","Kepler-321",1,2,4.91538545,,,1.03,"2018-09-25"
"Kepler-1286 b","Kepler-1286",1,1,11.25402929,0.099100,,1.02,"2015-08-25"
"Kepler-393 b","Kepler-393",1,2,9.18247194,,,1.21,"2016-05-06"
"Kepler-393 b","Kepler-393",1,2,9.18252000,0.095000,,1.38,"2013-10-28"
"Kepler-186 e","Kepler-186",1,5,22.40788397,,,0.54,"2015-11-18"
"Kepler-186 e","Kepler-186",1,5,22.40777833,,,0.54,"2018-09-25"
"Kepler-187 b","Kepler-187",1,2,4.93886507,0.054700,,0.90,"2014-11-18"
"Kepler-1288 b","Kepler-1288",1,1,2.76122421,0.043500,,1.44,"2014-11-18"
"Kepler-1289 b","Kepler-1289",1,1,,,,,"2018-09-04"
"Kepler-1289 b","Kepler-1289",1,1,7.99022379,,,1.03,"2018-09-25"
"Kepler-1669 b","Kepler-1669",1,3,9.51220046,,,0.67,"2018-09-25"
"Kepler-1086 b","Kepler-1086",2,2,18.78425728,0.118300,,0.62,"2014-11-18"
"Kepler-1087 b","Kepler-1087",1,1,0.69384266,,,0.90,"2018-09-25"
"Kepler-358 c","Kepler-358",1,2,83.48912492,,,0.96,"2019-04-16"
"Kepler-1814 b","Kepler-1814",1,2,2.93535933,0.037100,,0.79,"2015-08-25"
"Kepler-1814 c","Kepler-1814",1,2,0.62628177,,,0.77,"2018-09-25"
"Kepler-865 c","Kepler-865",1,2,6.20920207,,,0.91,"2018-09-25"
"Kepler-880 b","Kepler-880",1,2,,,,,"2018-09-04"
"Kepler-896 c","Kepler-896",1,2,29.53941000,0.180000,,0.89,"2013-10-28"
"Kepler-1518 b","Kepler-1518",1,2,5.11177904,0.059300,,1.06,"2014-11-21"
"Kepler-1518 c","Kepler-1518",1,2,9.63092995,,,1.06,"2023-05-16"
"Kepler-1610 c","Kepler-1610",1,2,44.98518820,0.232300,,0.82,"2014-11-21"
"Kepler-1921 b","Kepler-1921",1,2,20.03494560,0.155700,,1.25,"2015-08-25"
"Kepler-1921 b","Kepler-1921",1,2,20.03470800,0.155700,,1.25,"2017-05-08"
"Kepler-1491 b","Kepler-1491",1,2,16.58589758,,,0.98,"2019-04-16"
"Kepler-1491 b","Kepler-1491",1,2,16.58603290,,,0.98,"2018-09-25"
"Kepler-358 c","Kepler-358",1,2,83.48874050,0.377900,,1.03,"2017-05-08"
"Kepler-353 c","Kepler-353",2,2,8.41102236,,,0.61,"2019-04-16"
"Kepler-353 c","Kepler-353",2,2,8.41100287,0.066000,,0.54,"2014-11-18"
"Kepler-1088 b","Kepler-1088",1,1,23.12744728,,,1.06,"2016-07-26"
"Kepler-1088 b","Kepler-1088",1,1,23.12741710,,,1.06,"2018-09-25"
"Kepler-237 b","Kepler-237",1,2,4.71510365,0.049600,,0.73,"2015-08-25"
"Kepler-1376 b","Kepler-1376",1,1,5.30880656,,,0.98,"2016-05-06"
"Kepler-1376 b","Kepler-1376",1,1,5.30877400,0.059000,,0.98,"2013-10-28"
"Kepler-1377 b","Kepler-1377",1,1,0.74092580,0.015000,,0.89,"2013-10-28"
"Kepler-1378 b","Kepler-1378",1,1,,,,,"2018-09-04"
"Kepler-239 c","Kepler-239",1,2,56.22796970,0.266500,,0.80,"2014-11-21"
"Kepler-1109 b","Kepler-1109",1,1,37.64673840,0.211600,,0.89,"2014-11-21"
"Kepler-1109 b","Kepler-1109",1,1,37.64685190,0.246600,,1.41,"2017-05-08"
"Kepler-1109 b","Kepler-1109",1,1,37.64685190,,,0.93,"2018-09-25"
"Kepler-1110 b","Kepler-1110",1,1,9.69310837,,,0.76,"2018-09-25"
"Kepler-1111 b","Kepler-1111",1,1,8.79631000,0.085000,,1.06,"2013-10-28"
"Kepler-255 b","Kepler-255",1,3,5.71462004,0.062800,,1.01,"2014-11-18"
"Kepler-256 d","Kepler-256",1,4,5.83917200,0.064000,,,"2014-05-14"
"Kepler-256 d","Kepler-256",1,4,5.83909761,,,0.98,"2018-09-25"
"Kepler-260 c","Kepler-260",1,2,76.05017800,0.332000,,,"2014-05-14"
"Kepler-261 c","Kepler-261",1,2,24.57090230,,,0.86,"2018-09-25"
"Kepler-755 c","Kepler-755",2,2,2.85313364,0.035500,,0.73,"2014-11-18"
"Kepler-265 b","Kepler-265",1,4,6.84619299,0.071600,,1.04,"2014-11-21"
"Kepler-758 d","Kepler-758",1,4,20.49661970,,,1.16,"2016-05-06"
"Kepler-359 c","Kepler-359",1,3,57.68802000,0.307000,,,"2014-05-14"
"Kepler-1091 b","Kepler-1091",1,1,1.43477900,0.025000,,0.96,"2013-10-28"
"Kepler-1091 b","Kepler-1091",1,1,1.43474156,0.023200,,0.81,"2015-08-25"
"Kepler-1253 b","Kepler-1253",1,1,68.88810000,0.332000,,1.02,"2013-10-28"
"Kepler-118 b","Kepler-118",1,2,,,,,"2018-09-04"
"Kepler-118 b","Kepler-118",1,2,7.51866000,0.069000,,0.77,"2013-10-28"
"Kepler-163 b","Kepler-163",1,2,7.81100952,0.073900,,0.88,"2017-05-08"
"Kepler-1256 b","Kepler-1256",1,1,12.41277540,0.109700,,1.14,"2015-08-25"
"Kepler-1257 b","Kepler-1257",1,1,2.66831274,,,0.93,"2018-09-25"
"Kepler-239 c","Kepler-239",1,2,56.22792710,0.270700,,0.85,"2017-05-08"
"Kepler-243 c","Kepler-243",1,2,20.02623100,0.140600,,0.92,"2014-11-21"
"Kepler-327 c","Kepler-327",1,3,5.21232556,,,0.59,"2019-04-16"
"Kepler-329 b","Kepler-329",1,2,7.41634701,0.061300,,0.56,"2017-05-08"
"Kepler-331 c","Kepler-331",1,3,,,,,"2018-09-04"
"Kepler-331 c","Kepler-331",1,3,17.28116000,0.114000,,0.65,"2013-10-28"
"Kepler-256 e","Kepler-256",1,4,10.68164811,,,0.98,"2016-07-26"
"Kepler-256 e","Kepler-256",1,4,10.68171880,,,0.98,"2019-04-16"
"Kepler-1278 b","Kepler-1278",1,1,3.23941775,,,1.11,"2018-09-25"
"Kepler-1279 b","Kepler-1279",1,1,23.47741010,0.163300,,1.05,"2014-11-18"
"Kepler-1280 b","Kepler-1280",1,1,66.55790570,0.331400,,1.09,"2015-08-25"
"Kepler-180 b","Kepler-180",1,2,13.81746648,,,0.95,"2016-07-26"
"Kepler-180 b","Kepler-180",1,2,13.81731817,0.107800,,0.88,"2014-11-21"
"Kepler-182 b","Kepler-182",1,2,9.82579200,0.096000,,,"2014-05-14"
"Kepler-182 b","Kepler-182",1,2,,,,,"2018-09-04"
"Kepler-266 c","Kepler-266",1,2,107.72360100,0.457000,,,"2014-05-14"
"Kepler-266 c","Kepler-266",1,2,107.72157440,,,0.91,"2016-05-06"
"Kepler-336 c","Kepler-336",1,3,9.59990859,,,,"2016-07-26"
"Kepler-336 b","Kepler-336",1,3,2.02484800,0.032000,,1.06,"2013-10-28"
"Kepler-336 b","Kepler-336",1,3,2.02482034,0.030700,,0.94,"2014-11-21"
"Kepler-336 b","Kepler-336",1,3,2.02482050,,,,"2018-09-25"
"Kepler-337 b","Kepler-337",1,2,3.29276965,,,1.05,"2016-05-06"
"Kepler-337 b","Kepler-337",1,2,3.29276797,,,1.01,"2018-09-25"
"Kepler-1260 b","Kepler-1260",1,1,,,,,"2018-09-04"
"Kepler-1261 b","Kepler-1261",1,1,48.43130030,,,0.79,"2018-09-25"
"Kepler-390 b","Kepler-390",2,2,6.73801900,0.066000,,0.84,"2013-10-28"
"Kepler-1368 b","Kepler-1368",1,1,0.67564900,0.015000,,1.05,"2013-10-28"
"Kepler-1368 b","Kepler-1368",1,1,0.67564949,0.015300,,1.05,"2014-11-18"
"Kepler-1369 b","Kepler-1369",1,1,25.87314800,,,0.99,"2016-05-06"
"Kepler-1370 b","Kepler-1370",1,2,20.26416001,,,1.20,"2016-07-26"
"Kepler-1370 b","Kepler-1370",1,2,20.26416840,0.156300,,1.25,"2014-11-18"
"Kepler-256 e","Kepler-256",1,4,10.68169510,,,0.98,"2018-09-25"
"Kepler-333 c","Kepler-333",2,2,,,,0.67,"2016-02-10"
"Kepler-333 c","Kepler-333",2,2,24.08825680,0.137300,,0.59,"2014-11-18"
"Kepler-1101 b","Kepler-1101",1,1,81.31530520,,,0.94,"2018-09-25"
"Kepler-1102 b","Kepler-1102",1,1,,,,,"2018-09-04"
"Kepler-1102 b","Kepler-1102",1,1,51.32856230,0.273100,,1.03,"2014-11-21"
"Kepler-1105 b","Kepler-1105",1,1,4.42157218,,,0.71,"2016-05-06"
"Kepler-1105 b","Kepler-1105",1,1,4.42153507,,,0.64,"2019-04-16"
"Kepler-67 b","Kepler-67",1,1,15.72589064,,,0.87,"2016-07-26"
"Kepler-185 b","Kepler-185",1,2,1.63291600,0.025000,,0.77,"2013-10-28"
"Kepler-1282 b","Kepler-1282",1,1,2.13194651,0.033300,,1.08,"2014-11-21"
"Kepler-1283 b","Kepler-1283",1,1,12.94625670,,,1.15,"2018-09-25"
"Kepler-1390 b","Kepler-1390",1,1,6.48026236,,,0.94,"2019-04-16"
"Kepler-1390 b","Kepler-1390",1,1,6.48021673,0.064700,,0.86,"2015-08-25"
"Kepler-1390 b","Kepler-1390",1,1,6.48021380,0.066200,,0.92,"2017-05-08"
"Kepler-115 b","Kepler-115",1,2,2.40367900,0.036000,,,"2014-05-14"
"Kepler-116 c","Kepler-116",1,2,13.07141889,0.113000,,1.12,"2017-05-08"
"Kepler-1371 b","Kepler-1371",1,2,3.44620390,,,0.87,"2016-05-06"
"Kepler-1372 b","Kepler-1372",1,1,1.31156295,,,0.98,"2019-04-16"
"Kepler-1372 b","Kepler-1372",1,1,1.31155891,,,0.98,"2018-09-25"
"Kepler-1374 b","Kepler-1374",1,1,10.65276707,0.091800,,0.91,"2015-08-25"
"Kepler-327 d","Kepler-327",1,3,,,,,"2018-09-04"
"Kepler-339 c","Kepler-339",1,3,6.98825000,0.070000,,0.93,"2013-10-28"
"Kepler-341 d","Kepler-341",1,4,27.66659710,0.179100,,1.00,"2014-11-21"
"Kepler-341 b","Kepler-341",1,4,5.19552800,0.060000,,,"2014-05-14"
"Kepler-67 b","Kepler-67",1,1,15.72589061,0.115300,,0.83,"2014-11-21"
"Kepler-67 b","Kepler-67",1,1,15.72585941,0.115100,,0.82,"2017-05-08"
"Kepler-1107 b","Kepler-1107",1,1,0.57103852,0.012900,,0.88,"2014-11-18"
"Kepler-1271 b","Kepler-1271",1,1,3.02558494,,,1.13,"2018-09-25"
"Kepler-172 d","Kepler-172",1,4,14.62698952,0.113200,,0.90,"2014-11-21"
"Kepler-1274 b","Kepler-1274",1,1,6.98152703,0.079900,,1.42,"2014-11-18"
"Kepler-1274 b","Kepler-1274",1,1,6.98141327,,,1.10,"2018-09-25"
"Kepler-250 d","Kepler-250",1,3,17.64830992,0.125700,,0.85,"2015-08-25"
"Kepler-252 b","Kepler-252",1,2,6.66836145,,,0.70,"2016-07-26"
"Kepler-252 b","Kepler-252",1,2,6.66834872,0.058800,,0.61,"2014-11-18"
"Kepler-81 d","Kepler-81",1,3,20.83762895,0.127800,,0.64,"2017-05-08"
